mockup_id,page_id,state_id,surface,page_name,state_name,canonical_canvas,relative_path,status,sha256,approved_by,approved_at,visual_scope,functional_scope,feature_ids,notes,visual_kind,parent_page_id,screen_signature,duplicate_audit
YL-A-020-S08_SERVER_ERROR,YL-A-020,YL-A-020-S08_SERVER_ERROR,ANDROID,会话抽屉,暂时无法加载,1080x2400,ui/mockups/android/YL-A-020/YL-A-020-S08_SERVER_ERROR.png,APPROVED_FOR_CHANGE_ORDER_IMPLEMENTATION_R1,c5534d7320318506f57043df5f8fd24217500dca870686dfd19b532564ca9a47,OWNER_REQUESTED_CO_P03_001_R1,2026-08-10T00:00:00+08:00,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs and CO-P03-001 contracts,P03-003|P03-004|P03-044|P03-045,Supersedes V1.6 and the first CO-P03-001 drawer render. Parent page is visible under 32% scrim; opaque black rails are forbidden.,OVERLAY,YL-A-018,d9b68c34e8af6142,PASS
YL-A-020-S09_PERMISSION_DENIED,YL-A-020,YL-A-020-S09_PERMISSION_DENIED,ANDROID,会话抽屉,登录失效,1080x2400,ui/mockups/android/YL-A-020/YL-A-020-S09_PERMISSION_DENIED.png,APPROVED_FOR_CHANGE_ORDER_IMPLEMENTATION_R1,0dcd485e7485e7e6c6a965c64431ad72a092daf02ff6f9a8738b7d5fd7db9975,OWNER_REQUESTED_CO_P03_001_R1,2026-08-10T00:00:00+08:00,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs and CO-P03-001 contracts,P03-003|P03-004|P03-044|P03-045,Supersedes V1.6 and the first CO-P03-001 drawer render. Parent page is visible under 32% scrim; opaque black rails are forbidden.,OVERLAY,YL-A-018,d9b68c34e8af6142,PASS
YL-A-023-S01_DEFAULT,YL-A-023,YL-A-023-S01_DEFAULT,ANDROID,会话页,空白会话,1080x2400,ui/mockups/android/YL-A-023/YL-A-023-S01_DEFAULT.png,APPROVED_FOR_CHANGE_ORDER_IMPLEMENTATION,92f6bdc95eaae19c0439cfcff567cc443ac8e7bfea3722c078103b441d02746d,OWNER_REQUESTED_CO_P03_001,2026-08-10T00:00:00+08:00,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs and CO-P03-001 contracts,P03-036|P03-037|P03-038|P03-039|P03-040|P03-041|P03-042|P03-043|P03-044|P03-047|P03-053|P03-054,Supersedes V1.6 visual for this state. Consumer copy contains no raw technical status.,PAGE,,d54a37fe83ef7061,PASS
YL-A-023-S02_INPUT_FOCUSED,YL-A-023,YL-A-023-S02_INPUT_FOCUSED,ANDROID,会话页,输入中,1080x2400,ui/mockups/android/YL-A-023/YL-A-023-S02_INPUT_FOCUSED.png,APPROVED_FOR_CHANGE_ORDER_IMPLEMENTATION,ff9d45dd7f1f219f18257266f516c05e63123f386e04e0aff863a37a704fd8cd,OWNER_REQUESTED_CO_P03_001,2026-08-10T00:00:00+08:00,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs and CO-P03-001 contracts,P03-036|P03-037|P03-038|P03-039|P03-040|P03-041|P03-042|P03-043|P03-044|P03-047|P03-053|P03-054,Supersedes V1.6 visual for this state. Consumer copy contains no raw technical status.,PAGE,,d54a37fe83ef7061,PASS
YL-A-023-S03_UPLOADING,YL-A-023,YL-A-023-S03_UPLOADING,ANDROID,会话页,附件已加入,1080x2400,ui/mockups/android/YL-A-023/YL-A-023-S03_UPLOADING.png,APPROVED_FOR_CHANGE_ORDER_IMPLEMENTATION,6ede3d2f038fd41ba314eac9b7fb73f85954656128a3b76c3e9a9b9fcbfac410,OWNER_REQUESTED_CO_P03_001,2026-08-10T00:00:00+08:00,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs and CO-P03-001 contracts,P03-036|P03-037|P03-038|P03-039|P03-040|P03-041|P03-042|P03-043|P03-044|P03-047|P03-053|P03-054,Supersedes V1.6 visual for this state. Consumer copy contains no raw technical status.,PAGE,,d54a37fe83ef7061,PASS
YL-A-023-S04_CONNECTING,YL-A-023,YL-A-023-S04_CONNECTING,ANDROID,会话页,正在思考,1080x2400,ui/mockups/android/YL-A-023/YL-A-023-S04_CONNECTING.png,APPROVED_FOR_CHANGE_ORDER_IMPLEMENTATION,22159e6174ec47f60640f3a4720b5139e96ba9e5ebb544c0ca3bc8db6619ddfa,OWNER_REQUESTED_CO_P03_001,2026-08-10T00:00:00+08:00,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs and CO-P03-001 contracts,P03-036|P03-037|P03-038|P03-039|P03-040|P03-041|P03-042|P03-043|P03-044|P03-047|P03-053|P03-054,Supersedes V1.6 visual for this state. Consumer copy contains no raw technical status.,PAGE,,d54a37fe83ef7061,PASS
YL-A-023-S05_STREAMING,YL-A-023,YL-A-023-S05_STREAMING,ANDROID,会话页,正在生成,1080x2400,ui/mockups/android/YL-A-023/YL-A-023-S05_STREAMING.png,APPROVED_FOR_CHANGE_ORDER_IMPLEMENTATION,bfd08c8dbb82db2628a8545ea60c79f129ef9e71d9201efa8fd58dcdeee072b5,OWNER_REQUESTED_CO_P03_001,2026-08-10T00:00:00+08:00,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs and CO-P03-001 contracts,P03-036|P03-037|P03-038|P03-039|P03-040|P03-041|P03-042|P03-043|P03-044|P03-047|P03-053|P03-054,Supersedes V1.6 visual for this state. Consumer copy contains no raw technical status.,PAGE,,d54a37fe83ef7061,PASS
YL-A-023-S06_TOOL_RUNNING,YL-A-023,YL-A-023-S06_TOOL_RUNNING,ANDROID,会话页,正在使用工具,1080x2400,ui/mockups/android/YL-A-023/YL-A-023-S06_TOOL_RUNNING.png,APPROVED_FOR_CHANGE_ORDER_IMPLEMENTATION,0a288d394fe95dd006ea3246cb1154f2f2d648aed33be94dedd9634e0e9394c2,OWNER_REQUESTED_CO_P03_001,2026-08-10T00:00:00+08:00,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs and CO-P03-001 contracts,P03-036|P03-037|P03-038|P03-039|P03-040|P03-041|P03-042|P03-043|P03-044|P03-047|P03-053|P03-054,Supersedes V1.6 visual for this state. Consumer copy contains no raw technical status.,PAGE,,d54a37fe83ef7061,PASS
YL-A-023-S07_COMPLETED,YL-A-023,YL-A-023-S07_COMPLETED,ANDROID,会话页,回答完成,1080x2400,ui/mockups/android/YL-A-023/YL-A-023-S07_COMPLETED.png,APPROVED_FOR_CHANGE_ORDER_IMPLEMENTATION,970a283bbc09ab6f9dab1bea25363e6ec2ed95e00a0e115aad89ba404b87b584,OWNER_REQUESTED_CO_P03_001,2026-08-10T00:00:00+08:00,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs and CO-P03-001 contracts,P03-036|P03-037|P03-038|P03-039|P03-040|P03-041|P03-042|P03-043|P03-044|P03-047|P03-053|P03-054,Supersedes V1.6 visual for this state. Consumer copy contains no raw technical status.,PAGE,,d54a37fe83ef7061,PASS
YL-A-023-S08_STOPPED,YL-A-023,YL-A-023-S08_STOPPED,ANDROID,会话页,已停止,1080x2400,ui/mockups/android/YL-A-023/YL-A-023-S08_STOPPED.png,APPROVED_FOR_CHANGE_ORDER_IMPLEMENTATION,a322983b46eacbb5bd1ffc5da70b8a50bbf564274eb277cb6e27a12745d2a88c,OWNER_REQUESTED_CO_P03_001,2026-08-10T00:00:00+08:00,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs and CO-P03-001 contracts,P03-036|P03-037|P03-038|P03-039|P03-040|P03-041|P03-042|P03-043|P03-044|P03-047|P03-053|P03-054,Supersedes V1.6 visual for this state. Consumer copy contains no raw technical status.,PAGE,,d54a37fe83ef7061,PASS
YL-A-023-S09_RECONNECTING,YL-A-023,YL-A-023-S09_RECONNECTING,ANDROID,会话页,正在恢复连接,1080x2400,ui/mockups/android/YL-A-023/YL-A-023-S09_RECONNECTING.png,APPROVED_FOR_CHANGE_ORDER_IMPLEMENTATION,083a3528e15ee8d6900dd1fa8e715db5acab7fbd9e95fdf2f6d2c3a66bba74a4,OWNER_REQUESTED_CO_P03_001,2026-08-10T00:00:00+08:00,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs and CO-P03-001 contracts,P03-036|P03-037|P03-038|P03-039|P03-040|P03-041|P03-042|P03-043|P03-044|P03-047|P03-053|P03-054,Supersedes V1.6 visual for this state. Consumer copy contains no raw technical status.,PAGE,,d54a37fe83ef7061,PASS
YL-A-023-S10_OFFLINE,YL-A-023,YL-A-023-S10_OFFLINE,ANDROID,会话页,网络不可用,1080x2400,ui/mockups/android/YL-A-023/YL-A-023-S10_OFFLINE.png,APPROVED_FOR_CHANGE_ORDER_IMPLEMENTATION,40fcb7d334dbfeeb4d924c156c16e6d00ecb0e1e39e9c855d4e9a907c4ac8299,OWNER_REQUESTED_CO_P03_001,2026-08-10T00:00:00+08:00,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs and CO-P03-001 contracts,P03-036|P03-037|P03-038|P03-039|P03-040|P03-041|P03-042|P03-043|P03-044|P03-047|P03-053|P03-054,Supersedes V1.6 visual for this state. Consumer copy contains no raw technical status.,PAGE,,d54a37fe83ef7061,PASS
YL-A-023-S11_RATE_LIMITED,YL-A-023,YL-A-023-S11_RATE_LIMITED,ANDROID,会话页,请求较多,1080x2400,ui/mockups/android/YL-A-023/YL-A-023-S11_RATE_LIMITED.png,APPROVED_FOR_CHANGE_ORDER_IMPLEMENTATION,42c6e5146a0312717f0d54f744469f2040782de7b789ca75007f26417b599e2e,OWNER_REQUESTED_CO_P03_001,2026-08-10T00:00:00+08:00,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs and CO-P03-001 contracts,P03-036|P03-037|P03-038|P03-039|P03-040|P03-041|P03-042|P03-043|P03-044|P03-047|P03-053|P03-054,Supersedes V1.6 visual for this state. Consumer copy contains no raw technical status.,PAGE,,d54a37fe83ef7061,PASS
YL-A-023-S12_PROVIDER_ERROR,YL-A-023,YL-A-023-S12_PROVIDER_ERROR,ANDROID,会话页,回答失败,1080x2400,ui/mockups/android/YL-A-023/YL-A-023-S12_PROVIDER_ERROR.png,APPROVED_FOR_CHANGE_ORDER_IMPLEMENTATION,fa8c1e8d8efed718009a4d93a5ea480767c5aefc196f3b0ee77aa9d03a7410d6,OWNER_REQUESTED_CO_P03_001,2026-08-10T00:00:00+08:00,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs and CO-P03-001 contracts,P03-036|P03-037|P03-038|P03-039|P03-040|P03-041|P03-042|P03-043|P03-044|P03-047|P03-053|P03-054,Supersedes V1.6 visual for this state. Consumer copy contains no raw technical status.,PAGE,,d54a37fe83ef7061,PASS
YL-A-023-S13_CONTENT_BLOCKED,YL-A-023,YL-A-023-S13_CONTENT_BLOCKED,ANDROID,会话页,请求无法处理,1080x2400,ui/mockups/android/YL-A-023/YL-A-023-S13_CONTENT_BLOCKED.png,APPROVED_FOR_CHANGE_ORDER_IMPLEMENTATION,e467f649a14e438761af6b93244e77da96e6362303b2c78ac0b5d68ed85e8218,OWNER_REQUESTED_CO_P03_001,2026-08-10T00:00:00+08:00,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs and CO-P03-001 contracts,P03-036|P03-037|P03-038|P03-039|P03-040|P03-041|P03-042|P03-043|P03-044|P03-047|P03-053|P03-054,Supersedes V1.6 visual for this state. Consumer copy contains no raw technical status.,PAGE,,d54a37fe83ef7061,PASS
YL-A-024-S01_DEFAULT,YL-A-024,YL-A-024-S01_DEFAULT,ANDROID,会话输入区,默认,1080x2400,ui/mockups/android/YL-A-024/YL-A-024-S01_DEFAULT.png,APPROVED_FOR_CHANGE_ORDER_IMPLEMENTATION,4d62e2f984f8837958c2324ee877e5500bff11788cb0957a1970b53fc1f76614,OWNER_REQUESTED_CO_P03_001,2026-08-10T00:00:00+08:00,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs and CO-P03-001 contracts,P03-011|P03-049|P03-050,Supersedes V1.6 visual for this state. Consumer copy contains no raw technical status.,COMPONENT_BOARD,YL-A-023,5bb9118999d527f8,PASS
YL-A-024-S02_INPUT_FOCUSED,YL-A-024,YL-A-024-S02_INPUT_FOCUSED,ANDROID,会话输入区,输入聚焦,1080x2400,ui/mockups/android/YL-A-024/YL-A-024-S02_INPUT_FOCUSED.png,APPROVED_FOR_CHANGE_ORDER_IMPLEMENTATION,380a20147cf38748c6c4afb17401a41819f0cfb969e997fe78c8a2f638efbe51,OWNER_REQUESTED_CO_P03_001,2026-08-10T00:00:00+08:00,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs and CO-P03-001 contracts,P03-011|P03-049|P03-050,Supersedes V1.6 visual for this state. Consumer copy contains no raw technical status.,COMPONENT_BOARD,YL-A-023,5bb9118999d527f8,PASS
YL-A-024-S03_UPLOADING,YL-A-024,YL-A-024-S03_UPLOADING,ANDROID,会话输入区,附件上传,1080x2400,ui/mockups/android/YL-A-024/YL-A-024-S03_UPLOADING.png,APPROVED_FOR_CHANGE_ORDER_IMPLEMENTATION,b97bff401350545f7fa77813306e04fbcc9ce9c82867f6f36b5b0046469dd675,OWNER_REQUESTED_CO_P03_001,2026-08-10T00:00:00+08:00,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs and CO-P03-001 contracts,P03-011|P03-049|P03-050,Supersedes V1.6 visual for this state. Consumer copy contains no raw technical status.,COMPONENT_BOARD,YL-A-023,5bb9118999d527f8,PASS
YL-A-024-S04_DISABLED,YL-A-024,YL-A-024-S04_DISABLED,ANDROID,会话输入区,不可发送,1080x2400,ui/mockups/android/YL-A-024/YL-A-024-S04_DISABLED.png,APPROVED_FOR_CHANGE_ORDER_IMPLEMENTATION,0669e8880ac025080393c394fd0301b518bfabd7b84f162d357d23552f24abd5,OWNER_REQUESTED_CO_P03_001,2026-08-10T00:00:00+08:00,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs and CO-P03-001 contracts,P03-011|P03-049|P03-050,Supersedes V1.6 visual for this state. Consumer copy contains no raw technical status.,COMPONENT_BOARD,YL-A-023,5bb9118999d527f8,PASS
YL-A-024-S05_OFFLINE,YL-A-024,YL-A-024-S05_OFFLINE,ANDROID,会话输入区,离线,1080x2400,ui/mockups/android/YL-A-024/YL-A-024-S05_OFFLINE.png,APPROVED_FOR_CHANGE_ORDER_IMPLEMENTATION,675fd0516a189363f70c9b69b4647509bccf73a72ea69de97e9cbb63e25e2689,OWNER_REQUESTED_CO_P03_001,2026-08-10T00:00:00+08:00,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs and CO-P03-001 contracts,P03-011|P03-049|P03-050,Supersedes V1.6 visual for this state. Consumer copy contains no raw technical status.,COMPONENT_BOARD,YL-A-023,5bb9118999d527f8,PASS
YL-A-024-S06_TOOL_TRAY_OPEN,YL-A-024,YL-A-024-S06_TOOL_TRAY_OPEN,ANDROID,会话输入区,工具面板展开,1080x2400,ui/mockups/android/YL-A-024/YL-A-024-S06_TOOL_TRAY_OPEN.png,APPROVED_FOR_CHANGE_ORDER_IMPLEMENTATION,97123020f10dfb6ad79b53917abc7fd50a712e630d7b15a02bdb9aaa4955b041,OWNER_REQUESTED_CO_P03_001,2026-08-10T00:00:00+08:00,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs and CO-P03-001 contracts,P03-011|P03-049|P03-050,Supersedes V1.6 visual for this state. Consumer copy contains no raw technical status.,COMPONENT_BOARD,YL-A-023,5bb9118999d527f8,PASS
YL-A-026-S01_CONNECTING,YL-A-026,YL-A-026-S01_CONNECTING,ANDROID,AI 回复,正在思考,1080x2400,ui/mockups/android/YL-A-026/YL-A-026-S01_CONNECTING.png,APPROVED_FOR_CHANGE_ORDER_IMPLEMENTATION,7e2d789165726ad0b94bda4cece41aeb806d7c02a405275210afc33871ca40ec,OWNER_REQUESTED_CO_P03_001,2026-08-10T00:00:00+08:00,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs and CO-P03-001 contracts,P03-018|P03-026|P03-047|P03-051,Supersedes V1.6 visual for this state. Consumer copy contains no raw technical status.,COMPONENT_BOARD,YL-A-023,6312db9a26c4eefe,PASS
YL-A-026-S02_STREAMING,YL-A-026,YL-A-026-S02_STREAMING,ANDROID,AI 回复,流式回答,1080x2400,ui/mockups/android/YL-A-026/YL-A-026-S02_STREAMING.png,APPROVED_FOR_CHANGE_ORDER_IMPLEMENTATION,d5e2052eea05c175960f4347cecd2e07833453e561113daa85afce1a20c37b3b,OWNER_REQUESTED_CO_P03_001,2026-08-10T00:00:00+08:00,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs and CO-P03-001 contracts,P03-018|P03-026|P03-047|P03-051,Supersedes V1.6 visual for this state. Consumer copy contains no raw technical status.,COMPONENT_BOARD,YL-A-023,6312db9a26c4eefe,PASS
