state_id,page_id,surface,page_name,state_code,state_name,description,recovery,feature_ids,phases,work_packets,mockup_id,mockup_path,visual_kind,parent_page_id,screen_signature
YL-A-010-S04_SUBMITTING,YL-A-010,ANDROID,注册页,SUBMITTING,提交中,主按钮保留尺寸并显示进度，禁止重复提交。,wait_or_cancel_if_supported,P02-010|P02-011|P02-012|P02-014,P02,P02-W02|P02-W03,YL-A-010-S04_SUBMITTING,ui/mockups/android/YL-A-010/YL-A-010-S04_SUBMITTING.png,PAGE,,fa60d86be0150718
YL-A-010-S05_DISABLED,YL-A-010,ANDROID,注册页,DISABLED,不可用,控件不可用并提供原因，不仅降低透明度。,resolve_prerequisite,P02-010|P02-011|P02-012|P02-014,P02,P02-W02|P02-W03,YL-A-010-S05_DISABLED,ui/mockups/android/YL-A-010/YL-A-010-S05_DISABLED.png,PAGE,,fa60d86be0150718
YL-A-010-S06_OFFLINE,YL-A-010,ANDROID,注册页,OFFLINE,离线,说明当前离线；有缓存时显示缓存来源与时间。,retry_when_online,P02-010|P02-011|P02-012|P02-014,P02,P02-W02|P02-W03,YL-A-010-S06_OFFLINE,ui/mockups/android/YL-A-010/YL-A-010-S06_OFFLINE.png,PAGE,,fa60d86be0150718
YL-A-010-S07_SERVER_ERROR,YL-A-010,ANDROID,注册页,SERVER_ERROR,服务异常,服务端 5xx，显示请求 ID，不暴露堆栈。,retry_or_status,P02-010|P02-011|P02-012|P02-014,P02,P02-W02|P02-W03,YL-A-010-S07_SERVER_ERROR,ui/mockups/android/YL-A-010/YL-A-010-S07_SERVER_ERROR.png,PAGE,,fa60d86be0150718
YL-A-011-S01_DEFAULT,YL-A-011,ANDROID,注册页/安全验证,DEFAULT,默认/可操作,数据与控件处于正常可操作状态。,none,P02-013,P02,P02-W03,YL-A-011-S01_DEFAULT,ui/mockups/android/YL-A-011/YL-A-011-S01_DEFAULT.png,OVERLAY,YL-A-010,f7b62916181d72ca
YL-A-011-S02_SECURITY_CHALLENGE,YL-A-011,ANDROID,注册页/安全验证,SECURITY_CHALLENGE,安全验证,受控安全验证弹层或 WebView 已打开。,complete_or_cancel,P02-013,P02,P02-W03,YL-A-011-S02_SECURITY_CHALLENGE,ui/mockups/android/YL-A-011/YL-A-011-S02_SECURITY_CHALLENGE.png,OVERLAY,YL-A-010,f7b62916181d72ca
YL-A-011-S03_SUBMITTING,YL-A-011,ANDROID,注册页/安全验证,SUBMITTING,提交中,主按钮保留尺寸并显示进度，禁止重复提交。,wait_or_cancel_if_supported,P02-013,P02,P02-W03,YL-A-011-S03_SUBMITTING,ui/mockups/android/YL-A-011/YL-A-011-S03_SUBMITTING.png,OVERLAY,YL-A-010,f7b62916181d72ca
YL-A-011-S04_SUCCESS,YL-A-011,ANDROID,注册页/安全验证,SUCCESS,操作成功,使用 Snackbar、结果页或成功卡，按合同给出下一步。,continue,P02-013,P02,P02-W03,YL-A-011-S04_SUCCESS,ui/mockups/android/YL-A-011/YL-A-011-S04_SUCCESS.png,OVERLAY,YL-A-010,f7b62916181d72ca
YL-A-011-S05_SAVE_ERROR,YL-A-011,ANDROID,注册页/安全验证,SAVE_ERROR,保存失败,保留用户输入，显示稳定错误码和重试动作。,retry,P02-013,P02,P02-W03,YL-A-011-S05_SAVE_ERROR,ui/mockups/android/YL-A-011/YL-A-011-S05_SAVE_ERROR.png,OVERLAY,YL-A-010,f7b62916181d72ca
YL-A-011-S06_RATE_LIMITED,YL-A-011,ANDROID,注册页/安全验证,RATE_LIMITED,请求过于频繁,展示可再次尝试时间，不自动猛烈重试。,retry_after,P02-013,P02,P02-W03,YL-A-011-S06_RATE_LIMITED,ui/mockups/android/YL-A-011/YL-A-011-S06_RATE_LIMITED.png,OVERLAY,YL-A-010,f7b62916181d72ca
YL-A-011-S07_OFFLINE,YL-A-011,ANDROID,注册页/安全验证,OFFLINE,离线,说明当前离线；有缓存时显示缓存来源与时间。,retry_when_online,P02-013,P02,P02-W03,YL-A-011-S07_OFFLINE,ui/mockups/android/YL-A-011/YL-A-011-S07_OFFLINE.png,OVERLAY,YL-A-010,f7b62916181d72ca
YL-A-011-S08_SERVER_ERROR,YL-A-011,ANDROID,注册页/安全验证,SERVER_ERROR,服务异常,服务端 5xx，显示请求 ID，不暴露堆栈。,retry_or_status,P02-013,P02,P02-W03,YL-A-011-S08_SERVER_ERROR,ui/mockups/android/YL-A-011/YL-A-011-S08_SERVER_ERROR.png,OVERLAY,YL-A-010,f7b62916181d72ca
YL-A-012-S01_DEFAULT,YL-A-012,ANDROID,注册验证码页,DEFAULT,默认/可操作,数据与控件处于正常可操作状态。,none,P02-015,P02,P02-W03,YL-A-012-S01_DEFAULT,ui/mockups/android/YL-A-012/YL-A-012-S01_DEFAULT.png,PAGE,YL-A-010,e3d2ad3af757352a
YL-A-012-S02_INPUT_FOCUSED,YL-A-012,ANDROID,注册验证码页,INPUT_FOCUSED,输入聚焦,键盘弹出、焦点环和辅助文案布局稳定。,none,P02-015,P02,P02-W03,YL-A-012-S02_INPUT_FOCUSED,ui/mockups/android/YL-A-012/YL-A-012-S02_INPUT_FOCUSED.png,PAGE,YL-A-010,e3d2ad3af757352a
YL-A-012-S03_CODE_SENT,YL-A-012,ANDROID,注册验证码页,CODE_SENT,验证码已发送,显示脱敏邮箱、倒计时和重新发送规则。,enter_code,P02-015,P02,P02-W03,YL-A-012-S03_CODE_SENT,ui/mockups/android/YL-A-012/YL-A-012-S03_CODE_SENT.png,PAGE,YL-A-010,e3d2ad3af757352a
YL-A-012-S04_SUBMITTING,YL-A-012,ANDROID,注册验证码页,SUBMITTING,提交中,主按钮保留尺寸并显示进度，禁止重复提交。,wait_or_cancel_if_supported,P02-015,P02,P02-W03,YL-A-012-S04_SUBMITTING,ui/mockups/android/YL-A-012/YL-A-012-S04_SUBMITTING.png,PAGE,YL-A-010,e3d2ad3af757352a
YL-A-012-S05_SUCCESS,YL-A-012,ANDROID,注册验证码页,SUCCESS,操作成功,使用 Snackbar、结果页或成功卡，按合同给出下一步。,continue,P02-015,P02,P02-W03,YL-A-012-S05_SUCCESS,ui/mockups/android/YL-A-012/YL-A-012-S05_SUCCESS.png,PAGE,YL-A-010,e3d2ad3af757352a
YL-A-012-S06_INVALID_CODE,YL-A-012,ANDROID,注册验证码页,INVALID_CODE,验证码错误,输入格保持，显示剩余尝试或稳定提示。,retry_input,P02-015,P02,P02-W03,YL-A-012-S06_INVALID_CODE,ui/mockups/android/YL-A-012/YL-A-012-S06_INVALID_CODE.png,PAGE,YL-A-010,e3d2ad3af757352a
YL-A-012-S07_CODE_EXPIRED,YL-A-012,ANDROID,注册验证码页,CODE_EXPIRED,验证码过期,明确过期并允许在规则允许时重新发送。,resend,P02-015,P02,P02-W03,YL-A-012-S07_CODE_EXPIRED,ui/mockups/android/YL-A-012/YL-A-012-S07_CODE_EXPIRED.png,PAGE,YL-A-010,e3d2ad3af757352a
YL-A-012-S08_RATE_LIMITED,YL-A-012,ANDROID,注册验证码页,RATE_LIMITED,请求过于频繁,展示可再次尝试时间，不自动猛烈重试。,retry_after,P02-015,P02,P02-W03,YL-A-012-S08_RATE_LIMITED,ui/mockups/android/YL-A-012/YL-A-012-S08_RATE_LIMITED.png,PAGE,YL-A-010,e3d2ad3af757352a
YL-A-012-S09_LOCKED,YL-A-012,ANDROID,注册验证码页,LOCKED,暂时锁定,达到风控阈值，展示解锁时间或支持入口。,wait_or_support,P02-015,P02,P02-W03,YL-A-012-S09_LOCKED,ui/mockups/android/YL-A-012/YL-A-012-S09_LOCKED.png,PAGE,YL-A-010,e3d2ad3af757352a
YL-A-012-S10_OFFLINE,YL-A-012,ANDROID,注册验证码页,OFFLINE,离线,说明当前离线；有缓存时显示缓存来源与时间。,retry_when_online,P02-015,P02,P02-W03,YL-A-012-S10_OFFLINE,ui/mockups/android/YL-A-012/YL-A-012-S10_OFFLINE.png,PAGE,YL-A-010,e3d2ad3af757352a
YL-A-012-S11_SERVER_ERROR,YL-A-012,ANDROID,注册验证码页,SERVER_ERROR,服务异常,服务端 5xx，显示请求 ID，不暴露堆栈。,retry_or_status,P02-015,P02,P02-W03,YL-A-012-S11_SERVER_ERROR,ui/mockups/android/YL-A-012/YL-A-012-S11_SERVER_ERROR.png,PAGE,YL-A-010,e3d2ad3af757352a
YL-A-013-S01_SUCCESS,YL-A-013,ANDROID,注册完成,SUCCESS,操作成功,使用 Snackbar、结果页或成功卡，按合同给出下一步。,continue,P02-016,P02,P02-W03,YL-A-013-S01_SUCCESS,ui/mockups/android/YL-A-013/YL-A-013-S01_SUCCESS.png,PAGE,YL-A-012,9cbc1574187c34cd
YL-A-013-S02_SAVE_ERROR,YL-A-013,ANDROID,注册完成,SAVE_ERROR,保存失败,保留用户输入，显示稳定错误码和重试动作。,retry,P02-016,P02,P02-W03,YL-A-013-S02_SAVE_ERROR,ui/mockups/android/YL-A-013/YL-A-013-S02_SAVE_ERROR.png,PAGE,YL-A-012,9cbc1574187c34cd
YL-A-013-S03_OFFLINE,YL-A-013,ANDROID,注册完成,OFFLINE,离线,说明当前离线；有缓存时显示缓存来源与时间。,retry_when_online,P02-016,P02,P02-W03,YL-A-013-S03_OFFLINE,ui/mockups/android/YL-A-013/YL-A-013-S03_OFFLINE.png,PAGE,YL-A-012,9cbc1574187c34cd
YL-A-014-S01_RESTORING,YL-A-014,ANDROID,全局会话,RESTORING,恢复会话,读取本地凭据并验证远端会话。,automatic,P02-017|P02-018,P02,P02-W04,YL-A-014-S01_RESTORING,ui/mockups/android/YL-A-014/YL-A-014-S01_RESTORING.png,SYSTEM_OVERLAY,YL-A-001,174aa3c467c61047
YL-A-014-S02_SUCCESS,YL-A-014,ANDROID,全局会话,SUCCESS,操作成功,使用 Snackbar、结果页或成功卡，按合同给出下一步。,continue,P02-017|P02-018,P02,P02-W04,YL-A-014-S02_SUCCESS,ui/mockups/android/YL-A-014/YL-A-014-S02_SUCCESS.png,SYSTEM_OVERLAY,YL-A-001,174aa3c467c61047
YL-A-014-S03_UNAUTHORIZED,YL-A-014,ANDROID,全局会话,UNAUTHORIZED,登录失效,会话失效，保存本地草稿并引导重新登录。,sign_in,P02-017|P02-018,P02,P02-W04,YL-A-014-S03_UNAUTHORIZED,ui/mockups/android/YL-A-014/YL-A-014-S03_UNAUTHORIZED.png,SYSTEM_OVERLAY,YL-A-001,174aa3c467c61047
