mockup_id,page_id,state_id,surface,page_name,state_name,canonical_canvas,relative_path,status,sha256,approved_by,approved_at,visual_scope,functional_scope,feature_ids,notes,visual_kind,parent_page_id,screen_signature,duplicate_audit
YL-A-001-S01_DEFAULT,YL-A-001,YL-A-001-S01_DEFAULT,ANDROID,App Shell,默认/可操作,1080x2400,ui/mockups/android/YL-A-001/YL-A-001-S01_DEFAULT.png,APPROVED,c020d8119ab14b5fccf7f8d3885021f27c292dc5cfb6672de060c0112f390412,P02_OWNER_APPROVED_2026-08-07,2026-08-07T01:22:18Z,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs,P00-003,Generated from unique Page ID visual identity; sample text is non-functional.,COMPONENT_BOARD,,3ff494ec8aebca21,PASS
YL-A-006-S02_SECURITY_CHALLENGE,YL-A-006,YL-A-006-S02_SECURITY_CHALLENGE,ANDROID,登录页/安全验证,安全验证,1080x2400,ui/mockups/android/YL-A-006/YL-A-006-S02_SECURITY_CHALLENGE.png,APPROVED,e7e3d5dac5fd2e23b653e1322eb42de7dbc264f4d70745f568cbe78d9bec0202,P02_OWNER_APPROVED_2026-08-07,2026-08-07T01:22:18Z,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs,P02-004,Generated from unique Page ID visual identity; sample text is non-functional.,OVERLAY,YL-A-005,27036cc49c226a52,PASS
YL-A-006-S03_SUBMITTING,YL-A-006,YL-A-006-S03_SUBMITTING,ANDROID,登录页/安全验证,提交中,1080x2400,ui/mockups/android/YL-A-006/YL-A-006-S03_SUBMITTING.png,APPROVED,5ef8c855df4559aacf9a3baa44be9977ce8a8d4e6c7dbb51b82ff8fb81582fe1,P02_OWNER_APPROVED_2026-08-07,2026-08-07T01:22:18Z,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs,P02-004,Generated from unique Page ID visual identity; sample text is non-functional.,OVERLAY,YL-A-005,27036cc49c226a52,PASS
YL-A-006-S04_SUCCESS,YL-A-006,YL-A-006-S04_SUCCESS,ANDROID,登录页/安全验证,操作成功,1080x2400,ui/mockups/android/YL-A-006/YL-A-006-S04_SUCCESS.png,APPROVED,42f20063701b28534a0dfee474cb5fb6334e9128222615d2cd295c5d2158fd1c,P02_OWNER_APPROVED_2026-08-07,2026-08-07T01:22:18Z,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs,P02-004,Generated from unique Page ID visual identity; sample text is non-functional.,OVERLAY,YL-A-005,27036cc49c226a52,PASS
YL-A-006-S05_SAVE_ERROR,YL-A-006,YL-A-006-S05_SAVE_ERROR,ANDROID,登录页/安全验证,保存失败,1080x2400,ui/mockups/android/YL-A-006/YL-A-006-S05_SAVE_ERROR.png,APPROVED,0f515121f094c53c3ccc8cc871b661d2ce82f19b6fac450248af5ee2a4b85e5a,P02_OWNER_APPROVED_2026-08-07,2026-08-07T01:22:18Z,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs,P02-004,Generated from unique Page ID visual identity; sample text is non-functional.,OVERLAY,YL-A-005,27036cc49c226a52,PASS
YL-A-006-S06_RATE_LIMITED,YL-A-006,YL-A-006-S06_RATE_LIMITED,ANDROID,登录页/安全验证,请求过于频繁,1080x2400,ui/mockups/android/YL-A-006/YL-A-006-S06_RATE_LIMITED.png,APPROVED,859b55b403649fa4baceabd99a0aee854f53695a3f82827be0c07ede458ed433,P02_OWNER_APPROVED_2026-08-07,2026-08-07T01:22:18Z,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs,P02-004,Generated from unique Page ID visual identity; sample text is non-functional.,OVERLAY,YL-A-005,27036cc49c226a52,PASS
YL-A-006-S07_OFFLINE,YL-A-006,YL-A-006-S07_OFFLINE,ANDROID,登录页/安全验证,离线,1080x2400,ui/mockups/android/YL-A-006/YL-A-006-S07_OFFLINE.png,APPROVED,596e22a58ec8ee207c9eed693ebc70db4c216b3127cbc01e8ca0b3a8860d258e,P02_OWNER_APPROVED_2026-08-07,2026-08-07T01:22:18Z,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs,P02-004,Generated from unique Page ID visual identity; sample text is non-functional.,OVERLAY,YL-A-005,27036cc49c226a52,PASS
YL-A-006-S08_SERVER_ERROR,YL-A-006,YL-A-006-S08_SERVER_ERROR,ANDROID,登录页/安全验证,服务异常,1080x2400,ui/mockups/android/YL-A-006/YL-A-006-S08_SERVER_ERROR.png,APPROVED,396cddcf6b5914921e8e041384ba4fc20f109ed55bb49ef531b918bbf7f7c385,P02_OWNER_APPROVED_2026-08-07,2026-08-07T01:22:18Z,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs,P02-004,Generated from unique Page ID visual identity; sample text is non-functional.,OVERLAY,YL-A-005,27036cc49c226a52,PASS
YL-A-007-S01_LOADING,YL-A-007,YL-A-007-S01_LOADING,ANDROID,遗留验证承载页（已停用）,加载中,1080x2400,ui/mockups/android/YL-A-007/YL-A-007-S01_LOADING.png,APPROVED,29d1a903bdd9cbec444237d6db4ca3d3d2482b1cb23600a9256a92bf9e88f3c2,P02_OWNER_APPROVED_2026-08-07,2026-08-07T01:22:18Z,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs,P02-005|P02-022,Generated from unique Page ID visual identity; sample text is non-functional.,PAGE,YL-A-005,763ab44c621cfba6,PASS
YL-A-007-S02_SECURITY_CHALLENGE,YL-A-007,YL-A-007-S02_SECURITY_CHALLENGE,ANDROID,遗留验证承载页（已停用）,安全验证,1080x2400,ui/mockups/android/YL-A-007/YL-A-007-S02_SECURITY_CHALLENGE.png,APPROVED,943141b9e4c73c266e85fc1a7f96fef36e93b8c9880417d1d09d73a47cc77aea,P02_OWNER_APPROVED_2026-08-07,2026-08-07T01:22:18Z,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs,P02-005|P02-022,Generated from unique Page ID visual identity; sample text is non-functional.,PAGE,YL-A-005,763ab44c621cfba6,PASS
YL-A-007-S03_SUCCESS,YL-A-007,YL-A-007-S03_SUCCESS,ANDROID,遗留验证承载页（已停用）,操作成功,1080x2400,ui/mockups/android/YL-A-007/YL-A-007-S03_SUCCESS.png,APPROVED,914fdc2c5b7b34ccd04ff9aa35751badd987283da9877c79b8ad208be10560e6,P02_OWNER_APPROVED_2026-08-07,2026-08-07T01:22:18Z,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs,P02-005|P02-022,Generated from unique Page ID visual identity; sample text is non-functional.,PAGE,YL-A-005,763ab44c621cfba6,PASS
YL-A-007-S04_VALIDATION_ERROR,YL-A-007,YL-A-007-S04_VALIDATION_ERROR,ANDROID,遗留验证承载页（已停用）,表单校验失败,1080x2400,ui/mockups/android/YL-A-007/YL-A-007-S04_VALIDATION_ERROR.png,APPROVED,5032106ff1927887b35e1790ea813a73a5baa2e04a44f936d937e1dd866c5f4e,P02_OWNER_APPROVED_2026-08-07,2026-08-07T01:22:18Z,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs,P02-005|P02-022,Generated from unique Page ID visual identity; sample text is non-functional.,PAGE,YL-A-005,763ab44c621cfba6,PASS
YL-A-007-S05_CODE_EXPIRED,YL-A-007,YL-A-007-S05_CODE_EXPIRED,ANDROID,遗留验证承载页（已停用）,验证码过期,1080x2400,ui/mockups/android/YL-A-007/YL-A-007-S05_CODE_EXPIRED.png,APPROVED,3779c1d367d864d684e3b4b76b45f7d576df9fe1558619c64fd5d0389bdeb38c,P02_OWNER_APPROVED_2026-08-07,2026-08-07T01:22:18Z,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs,P02-005|P02-022,Generated from unique Page ID visual identity; sample text is non-functional.,PAGE,YL-A-005,763ab44c621cfba6,PASS
YL-A-007-S06_OFFLINE,YL-A-007,YL-A-007-S06_OFFLINE,ANDROID,遗留验证承载页（已停用）,离线,1080x2400,ui/mockups/android/YL-A-007/YL-A-007-S06_OFFLINE.png,APPROVED,d4bf3547c4550b6fa0f89425dad5d734c2e6d323f19b714f0c27deefb0e3cac2,P02_OWNER_APPROVED_2026-08-07,2026-08-07T01:22:18Z,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs,P02-005|P02-022,Generated from unique Page ID visual identity; sample text is non-functional.,PAGE,YL-A-005,763ab44c621cfba6,PASS
YL-A-007-S07_SERVER_ERROR,YL-A-007,YL-A-007-S07_SERVER_ERROR,ANDROID,遗留验证承载页（已停用）,服务异常,1080x2400,ui/mockups/android/YL-A-007/YL-A-007-S07_SERVER_ERROR.png,APPROVED,3c1a72b78a5f5d86c1a0267094656b8bd7a27ef2a6ee27ff980ef23eecf7f1af,P02_OWNER_APPROVED_2026-08-07,2026-08-07T01:22:18Z,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs,P02-005|P02-022,Generated from unique Page ID visual identity; sample text is non-functional.,PAGE,YL-A-005,763ab44c621cfba6,PASS
YL-A-008-S01_DEFAULT,YL-A-008,YL-A-008-S01_DEFAULT,ANDROID,验证码页,默认/可操作,1080x2400,ui/mockups/android/YL-A-008/YL-A-008-S01_DEFAULT.png,APPROVED,2194c6da26f8baa849a3c3f239f904844a24241839ba875ce643173fdea462aa,P02_OWNER_APPROVED_2026-08-07,2026-08-07T01:22:18Z,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs,P02-007|P02-008|P02-024,Generated from unique Page ID visual identity; sample text is non-functional.,PAGE,YL-A-005,777b7cf0f73e1e80,PASS
YL-A-008-S02_INPUT_FOCUSED,YL-A-008,YL-A-008-S02_INPUT_FOCUSED,ANDROID,验证码页,输入聚焦,1080x2400,ui/mockups/android/YL-A-008/YL-A-008-S02_INPUT_FOCUSED.png,APPROVED,298d98cd748a057d6b73e79648d88478a9ed20506d50079dde6b21265a56b7ba,P02_OWNER_APPROVED_2026-08-07,2026-08-07T01:22:18Z,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs,P02-007|P02-008|P02-024,Generated from unique Page ID visual identity; sample text is non-functional.,PAGE,YL-A-005,777b7cf0f73e1e80,PASS
YL-A-008-S03_CODE_SENT,YL-A-008,YL-A-008-S03_CODE_SENT,ANDROID,验证码页,验证码已发送,1080x2400,ui/mockups/android/YL-A-008/YL-A-008-S03_CODE_SENT.png,APPROVED,a355c546e7e6dbe7e48544f295b67860352a58cf3143f3441dcfd1d15d2e3f1f,P02_OWNER_APPROVED_2026-08-07,2026-08-07T01:22:18Z,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs,P02-007|P02-008|P02-024,Generated from unique Page ID visual identity; sample text is non-functional.,PAGE,YL-A-005,777b7cf0f73e1e80,PASS
YL-A-008-S04_SUBMITTING,YL-A-008,YL-A-008-S04_SUBMITTING,ANDROID,验证码页,提交中,1080x2400,ui/mockups/android/YL-A-008/YL-A-008-S04_SUBMITTING.png,APPROVED,f4452829b5759eeca5c246e1d91741cd6c5987dea722826949e66006b8246fb3,P02_OWNER_APPROVED_2026-08-07,2026-08-07T01:22:18Z,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs,P02-007|P02-008|P02-024,Generated from unique Page ID visual identity; sample text is non-functional.,PAGE,YL-A-005,777b7cf0f73e1e80,PASS
YL-A-008-S05_SUCCESS,YL-A-008,YL-A-008-S05_SUCCESS,ANDROID,验证码页,操作成功,1080x2400,ui/mockups/android/YL-A-008/YL-A-008-S05_SUCCESS.png,APPROVED,97a7212f172f1c967e6dfd281fa2010734482ed82331793ee945e83f3a3d6fb3,P02_OWNER_APPROVED_2026-08-07,2026-08-07T01:22:18Z,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs,P02-007|P02-008|P02-024,Generated from unique Page ID visual identity; sample text is non-functional.,PAGE,YL-A-005,777b7cf0f73e1e80,PASS
YL-A-008-S06_INVALID_CODE,YL-A-008,YL-A-008-S06_INVALID_CODE,ANDROID,验证码页,验证码错误,1080x2400,ui/mockups/android/YL-A-008/YL-A-008-S06_INVALID_CODE.png,APPROVED,72e20bf92806b54f706eea9d01906ce9a56ad97fc76404c7687fcbb7e2e97eb6,P02_OWNER_APPROVED_2026-08-07,2026-08-07T01:22:18Z,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs,P02-007|P02-008|P02-024,Generated from unique Page ID visual identity; sample text is non-functional.,PAGE,YL-A-005,777b7cf0f73e1e80,PASS
YL-A-008-S07_CODE_EXPIRED,YL-A-008,YL-A-008-S07_CODE_EXPIRED,ANDROID,验证码页,验证码过期,1080x2400,ui/mockups/android/YL-A-008/YL-A-008-S07_CODE_EXPIRED.png,APPROVED,f1a5673845939c9c9e80c3113c51a0e51cddb01a4c7b65d00003d6d3b2e43061,P02_OWNER_APPROVED_2026-08-07,2026-08-07T01:22:18Z,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs,P02-007|P02-008|P02-024,Generated from unique Page ID visual identity; sample text is non-functional.,PAGE,YL-A-005,777b7cf0f73e1e80,PASS
YL-A-008-S08_RATE_LIMITED,YL-A-008,YL-A-008-S08_RATE_LIMITED,ANDROID,验证码页,请求过于频繁,1080x2400,ui/mockups/android/YL-A-008/YL-A-008-S08_RATE_LIMITED.png,APPROVED,71e1cc0797775429fa952ac314050ed945096e22c650695c44539619145adf7a,P02_OWNER_APPROVED_2026-08-07,2026-08-07T01:22:18Z,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs,P02-007|P02-008|P02-024,Generated from unique Page ID visual identity; sample text is non-functional.,PAGE,YL-A-005,777b7cf0f73e1e80,PASS
YL-A-008-S09_LOCKED,YL-A-008,YL-A-008-S09_LOCKED,ANDROID,验证码页,暂时锁定,1080x2400,ui/mockups/android/YL-A-008/YL-A-008-S09_LOCKED.png,APPROVED,43ca6155b1dc67ded0229224c94b447f6180166f7a4eb5e9d43efef3182615f2,P02_OWNER_APPROVED_2026-08-07,2026-08-07T01:22:18Z,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs,P02-007|P02-008|P02-024,Generated from unique Page ID visual identity; sample text is non-functional.,PAGE,YL-A-005,777b7cf0f73e1e80,PASS
YL-A-008-S10_OFFLINE,YL-A-008,YL-A-008-S10_OFFLINE,ANDROID,验证码页,离线,1080x2400,ui/mockups/android/YL-A-008/YL-A-008-S10_OFFLINE.png,APPROVED,b8bf83dd66b0e38dbab790011696feda223c9e547b7a6aa79c45f41117f394b9,P02_OWNER_APPROVED_2026-08-07,2026-08-07T01:22:18Z,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs,P02-007|P02-008|P02-024,Generated from unique Page ID visual identity; sample text is non-functional.,PAGE,YL-A-005,777b7cf0f73e1e80,PASS
YL-A-008-S11_SERVER_ERROR,YL-A-008,YL-A-008-S11_SERVER_ERROR,ANDROID,验证码页,服务异常,1080x2400,ui/mockups/android/YL-A-008/YL-A-008-S11_SERVER_ERROR.png,APPROVED,745e885b68dcf4d2b68b56ec2cad7bf71ccee7d9aee2edbe49c6e0736d572ad9,P02_OWNER_APPROVED_2026-08-07,2026-08-07T01:22:18Z,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs,P02-007|P02-008|P02-024,Generated from unique Page ID visual identity; sample text is non-functional.,PAGE,YL-A-005,777b7cf0f73e1e80,PASS
YL-A-009-S01_SUCCESS,YL-A-009,YL-A-009-S01_SUCCESS,ANDROID,登录完成,操作成功,1080x2400,ui/mockups/android/YL-A-009/YL-A-009-S01_SUCCESS.png,APPROVED,20703d0970e3b928a4d4b30e4c4b4039c23f459e3ce736a2e42aa3bc00ba37be,P02_OWNER_APPROVED_2026-08-07,2026-08-07T01:22:18Z,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs,P02-009,Generated from unique Page ID visual identity; sample text is non-functional.,PAGE,YL-A-008,cc4b9bae031c1ad9,PASS
YL-A-009-S02_SAVE_ERROR,YL-A-009,YL-A-009-S02_SAVE_ERROR,ANDROID,登录完成,保存失败,1080x2400,ui/mockups/android/YL-A-009/YL-A-009-S02_SAVE_ERROR.png,APPROVED,9d4b07d9d0253c7f213322232d171f8ce38d12856b42bf30858aefceb2d7d3fa,P02_OWNER_APPROVED_2026-08-07,2026-08-07T01:22:18Z,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs,P02-009,Generated from unique Page ID visual identity; sample text is non-functional.,PAGE,YL-A-008,cc4b9bae031c1ad9,PASS
YL-A-009-S03_OFFLINE,YL-A-009,YL-A-009-S03_OFFLINE,ANDROID,登录完成,离线,1080x2400,ui/mockups/android/YL-A-009/YL-A-009-S03_OFFLINE.png,APPROVED,e2393306078548cc63a6958da5dd6ade37cb202009c8662c2ad298b54eb5fa93,P02_OWNER_APPROVED_2026-08-07,2026-08-07T01:22:18Z,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs,P02-009,Generated from unique Page ID visual identity; sample text is non-functional.,PAGE,YL-A-008,cc4b9bae031c1ad9,PASS
YL-A-010-S01_DEFAULT,YL-A-010,YL-A-010-S01_DEFAULT,ANDROID,注册页,默认/可操作,1080x2400,ui/mockups/android/YL-A-010/YL-A-010-S01_DEFAULT.png,APPROVED,ef0f18d6e00407cde85d47410c4adcfc07b35dd3321bb61e57506859093fa375,P02_OWNER_APPROVED_2026-08-07,2026-08-07T01:22:18Z,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs,P02-010|P02-011|P02-012|P02-014,Generated from unique Page ID visual identity; sample text is non-functional.,PAGE,,fa60d86be0150718,PASS
